x,y,lw_95c,up_95c,lw_95p,up_95p
39.69911431,0.84391666,0.652831599,1.035001722,-0.388414739,2.076248059
40.08244789,0.835649088,0.645480214,1.025817962,-0.39654058,2.067838755
40.46578148,0.827473998,0.638244394,1.016703603,-0.404571058,2.059519054
40.84911506,0.819390358,0.63112214,1.007658575,-0.412507405,2.051288121
41.23244865,0.811397143,0.624111466,0.998682819,-0.420350843,2.043145129
41.61578223,0.803493342,0.617210369,0.989776314,-0.428102583,2.035089267
41.99911582,0.795677955,0.610416848,0.980939062,-0.435763824,2.027119734
42.38244941,0.787949993,0.603728903,0.972171084,-0.443335752,2.019235739
42.76578299,0.780308478,0.597144538,0.963472419,-0.450819543,2.0114365
43.14911658,0.772752444,0.590661737,0.95484315,-0.458216363,2.00372125
43.53245016,0.765280932,0.584278523,0.946283341,-0.465527358,1.996089223
43.91578375,0.757893,0.577992869,0.93779313,-0.472753673,1.988539673
44.29911733,0.75058771,0.571802799,0.929372621,-0.479896431,1.981071851
44.68245092,0.74336414,0.5657063,0.921021979,-0.486956747,1.973685026
45.0657845,0.736221374,0.559701393,0.912741354,-0.493935722,1.966378469
45.44911809,0.729158509,0.553786063,0.904530954,-0.500834447,1.959151464
45.83245167,0.722174651,0.547958334,0.896390968,-0.507653997,1.952003298
46.21578526,0.715268916,0.54221621,0.888321622,-0.514395435,1.944933267
46.59911884,0.708440431,0.53655769,0.880323171,-0.521059815,1.937940676
46.98245243,0.70168833,0.530980801,0.872395859,-0.527648172,1.931024833
47.36578601,0.695011761,0.525483557,0.864539965,-0.534161534,1.924185056
47.7491196,0.688409877,0.520063971,0.856755784,-0.540600912,1.917420667
48.13245318,0.681881844,0.514720058,0.849043631,-0.546967308,1.910730997
48.51578677,0.675426835,0.509449842,0.841403829,-0.553261709,1.90411538
48.89912035,0.669044034,0.504251356,0.833836712,-0.559485088,1.897573156
49.28245394,0.662732632,0.499122616,0.826342649,-0.565638409,1.891103673
49.66578752,0.656491831,0.494061655,0.818922008,-0.57172262,1.884706283
50.04912111,0.650320842,0.489066496,0.811575188,-0.57773866,1.878380344
50.4324547,0.644218882,0.484135194,0.804302571,-0.583687451,1.872125216
50.81578828,0.638185181,0.47926577,0.797104593,-0.589569907,1.865940269
51.19912187,0.632218975,0.474456272,0.789981677,-0.595386926,1.859824875
51.58245545,0.626319508,0.469704753,0.782934263,-0.601139395,1.85377841
51.96578904,0.620486034,0.465009256,0.775962811,-0.606828191,1.847800258
52.34912262,0.614717814,0.460367844,0.769067784,-0.612454175,1.841889803
52.73245621,0.60901412,0.455778579,0.76224966,-0.618018198,1.836046437
53.11578979,0.603374228,0.451239546,0.75550891,-0.623521097,1.830269553
53.49912338,0.597797426,0.446748786,0.748846066,-0.628963703,1.824558555
53.88245696,0.592283007,0.442304423,0.742261592,-0.634346828,1.818912842
54.26579055,0.586830274,0.437904556,0.735755993,-0.639671273,1.813331822
54.64912413,0.581438537,0.43354726,0.729329814,-0.644937835,1.807814909
55.03245772,0.576107113,0.429230675,0.722983551,-0.650147291,1.802361518
55.4157913,0.570835328,0.424952939,0.716717717,-0.65530041,1.796971066
55.79912489,0.565622514,0.420712203,0.710532826,-0.660397948,1.791642977
56.18245847,0.560468013,0.416506629,0.704429397,-0.665440653,1.786376678
56.56579206,0.555371171,0.412334403,0.698407939,-0.670429259,1.7811716
56.94912564,0.550331343,0.408193737,0.69246895,-0.67536449,1.776027176
57.33245923,0.545347892,0.40408285,0.686612935,-0.680247061,1.770942846
57.71579281,0.540420188,0.400000008,0.680840367,-0.685077672,1.765918047
58.0991264,0.535547606,0.395943492,0.67515172,-0.689857015,1.760952227
58.48245999,0.53072953,0.391911604,0.669547456,-0.694585774,1.756044834
58.86579357,0.52596535,0.387902698,0.664028003,-0.699264617,1.751195318
59.24912716,0.521254464,0.383915151,0.658593777,-0.703894206,1.746403134
59.63246074,0.516596275,0.379947372,0.653245178,-0.708475192,1.741667742
60.01579433,0.511990194,0.375997823,0.647982564,-0.713008215,1.736988602
60.39912791,0.507435637,0.372065005,0.642806268,-0.717493906,1.73236518
60.7824615,0.502932029,0.368147454,0.637716603,-0.721932885,1.727796943
61.16579508,0.498478799,0.364243767,0.632713832,-0.726325765,1.723283363
61.54912867,0.494075385,0.360352583,0.627798186,-0.730673146,1.718823916
61.93246225,0.489721228,0.356472598,0.622969858,-0.734975622,1.714418078
62.31579584,0.485415778,0.352602559,0.618228996,-0.739233775,1.710065331
62.69912942,0.481158489,0.348741278,0.613575701,-0.74344818,1.705765159
63.08246301,0.476948824,0.34488762,0.609010029,-0.747619401,1.70151705
63.46579659,0.47278625,0.341040514,0.604531986,-0.751747995,1.697320494
63.84913018,0.468670239,0.337198954,0.600141523,-0.755834508,1.693174985
64.23246376,0.46460027,0.333361997,0.595838544,-0.759879481,1.689080021
64.61579735,0.46057583,0.329528768,0.591622891,-0.763883442,1.685035102
64.99913093,0.456596408,0.32569846,0.587494355,-0.767846915,1.68103973
65.38246452,0.4526615,0.321870328,0.583452672,-0.771770412,1.677093412
65.7657981,0.44877061,0.318043709,0.579497511,-0.775654438,1.673195658
66.14913169,0.444923244,0.314217992,0.575628496,-0.779499493,1.669345981
66.53246528,0.441118916,0.310392652,0.57184518,-0.783306065,1.665543896
66.91579886,0.437357144,0.30656722,0.568147068,-0.787074635,1.661788923
67.29913245,0.433637452,0.302741304,0.5645336,-0.790805678,1.658080582
67.68246603,0.42995937,0.298914567,0.561004172,-0.794499661,1.6544184
68.06579962,0.426322431,0.295086748,0.557558115,-0.798157042,1.650801905
68.4491332,0.422726177,0.29125764,0.554194713,-0.801778275,1.647230629
68.83246679,0.419170151,0.287427114,0.550913187,-0.805363803,1.643704105
69.21580037,0.415653903,0.283595093,0.547712713,-0.808914064,1.64022187
69.59913396,0.41217699,0.279761545,0.544592435,-0.812429489,1.636783468
69.98246754,0.408738969,0.275926508,0.541551431,-0.815910501,1.63338844
70.36580113,0.405339408,0.272090063,0.538588753,-0.81935752,1.630036336
70.74913471,0.401977875,0.268252364,0.535703386,-0.822770952,1.626726702
71.1324683,0.398653945,0.264413574,0.532894315,-0.826151204,1.623459094
71.51580188,0.395367197,0.260573928,0.530160466,-0.829498674,1.620233068
71.89913547,0.392117216,0.256733684,0.527500748,-0.832813753,1.617048184
72.28246905,0.38890359,0.252893158,0.524914021,-0.836096824,1.613904003
72.66580264,0.385725912,0.249052693,0.522399131,-0.839348268,1.610800091
73.04913622,0.38258378,0.24521264,0.51995492,-0.842568458,1.607736019
73.43246981,0.379476798,0.241373407,0.517580188,-0.845757761,1.604711356
73.81580339,0.37640457,0.237535414,0.515273727,-0.848916538,1.601725679
74.19913698,0.37336671,0.233699103,0.513034317,-0.852045146,1.598778566
74.58247057,0.370362832,0.229864938,0.510860726,-0.855143935,1.595869598
74.96580415,0.367392556,0.226033402,0.50875171,-0.858213248,1.59299836
75.34913774,0.364455506,0.222204984,0.506706028,-0.861253427,1.590164439
75.73247132,0.361551311,0.218380179,0.504722443,-0.864264805,1.587367427
76.11580491,0.358679603,0.214559529,0.502799677,-0.867247708,1.584606914
76.49913849,0.355840019,0.210743513,0.500936525,-0.870202465,1.581882503
76.88247208,0.353032199,0.206932691,0.499131706,-0.873129391,1.579193788
77.26580566,0.350255788,0.20312756,0.497384015,-0.876028801,1.576540376
77.64913925,0.347510434,0.199328654,0.495692214,-0.878901004,1.573921873
78.03247283,0.344795791,0.195536492,0.494055091,-0.881746306,1.571337888
78.41580642,0.342111515,0.191751587,0.492471442,-0.884565005,1.568788035
78.79914,0.339457265,0.187974476,0.490940055,-0.887357395,1.566271926
79.18247359,0.336832707,0.184205666,0.489459749,-0.890123767,1.563789182
79.56580717,0.334237508,0.180445626,0.488029389,-0.892864411,1.561339427
79.94914076,0.331671339,0.176694897,0.486647781,-0.895579603,1.558922281
80.33247434,0.329133876,0.172953916,0.485313837,-0.898269626,1.556537378
80.71580793,0.326624798,0.169223191,0.484026405,-0.900934749,1.554184346
81.09914151,0.324143787,0.165503187,0.482784388,-0.903575243,1.551862817
81.4824751,0.321690529,0.161794336,0.481586723,-0.906191374,1.549572433
81.86580868,0.319264715,0.158097088,0.480432341,-0.908783404,1.547312833
82.24914227,0.316866035,0.154411859,0.479320212,-0.91135159,1.545083661
82.63247586,0.314494189,0.150739102,0.478249275,-0.913896183,1.54288456
83.01580944,0.312148874,0.147079172,0.477218575,-0.916417438,1.540715186
83.39914303,0.309829794,0.143432505,0.476227084,-0.918915596,1.538575185
83.78247661,0.307536657,0.139799429,0.475273884,-0.921390906,1.536464219
84.1658102,0.305269171,0.136180347,0.474357994,-0.923843602,1.534381943
84.54914378,0.303027049,0.132575594,0.473478505,-0.926273921,1.53232802
84.93247737,0.300810009,0.128985506,0.472634512,-0.928682096,1.530302114
85.31581095,0.298617769,0.125410423,0.471825115,-0.931068354,1.528303892
85.69914454,0.296450052,0.121850624,0.471049479,-0.933432925,1.526333029
86.08247812,0.294306584,0.118306409,0.470306758,-0.935776031,1.524389198
86.46581171,0.292187093,0.114778099,0.469596086,-0.938097886,1.522472071
86.84914529,0.290091311,0.111265908,0.468916714,-0.940398714,1.520581336
87.23247888,0.288018973,0.107770154,0.468267792,-0.942678721,1.518716667
87.61581246,0.285969817,0.104291037,0.467648597,-0.944938123,1.516877756
87.99914605,0.283943583,0.100828792,0.467058374,-0.947177127,1.515064294
88.38247963,0.281940015,0.09738367,0.466496361,-0.949395934,1.513275965
88.76581322,0.27995886,0.09395588,0.46596184,-0.951594746,1.511512466
89.1491468,0.277999866,0.090545578,0.465454155,-0.953773768,1.509773501
89.53248039,0.276062787,0.087153007,0.464972566,-0.955933188,1.508058761
89.91581397,0.274147376,0.083778301,0.464516451,-0.958073206,1.506367957
90.29914756,0.272253391,0.080421642,0.46408514,-0.96019401,1.504700792
90.68248115,0.270380593,0.077083168,0.463678017,-0.962295793,1.503056978
91.06581473,0.268528744,0.073763053,0.463294435,-0.964378735,1.501436223
91.44914832,0.266697611,0.07046143,0.462933791,-0.96644302,1.499838241
91.8324819,0.264886961,0.067178392,0.46259553,-0.968488835,1.498262757
92.21581549,0.263096565,0.063914106,0.462279025,-0.970516352,1.496709482
92.59914907,0.261326198,0.060668625,0.461983771,-0.972525754,1.495178149
92.98248266,0.259575634,0.057442104,0.461709164,-0.974517207,1.493668475
93.36581624,0.257844653,0.054234582,0.461454724,-0.976490892,1.492180198
93.74914983,0.256133034,0.051046179,0.461219889,-0.978446973,1.490713042
94.13248341,0.254440563,0.047876963,0.461004162,-0.980385618,1.489266744
94.515817,0.252767023,0.044727013,0.460807033,-0.982306992,1.487841038
94.89915058,0.251112205,0.04159634,0.46062807,-0.984211265,1.486435674
95.28248417,0.249475897,0.038485061,0.460466733,-0.986098588,1.485050383
95.66581775,0.247857894,0.035393187,0.460322601,-0.987969128,1.483684916
96.04915134,0.24625799,0.032320767,0.460195214,-0.98982304,1.48233902
96.43248492,0.244675983,0.029267835,0.460084132,-0.991660479,1.481012445
96.81581851,0.243111673,0.02623442,0.459988926,-0.993481598,1.479704945
97.19915209,0.241564862,0.023220544,0.45990918,-0.995286551,1.478416275
97.58248568,0.240035354,0.020226224,0.459844483,-0.997075486,1.477146193
97.96581926,0.238522955,0.017251471,0.459794438,-0.998848552,1.475894462
98.34915285,0.237027474,0.014296293,0.459758656,-1.000605895,1.474660843
98.73248644,0.235548722,0.011360691,0.459736753,-1.002347659,1.473445103
99.11582002,0.234086512,8.44E-03,0.459728364,-1.004073988,1.472247011
