x,y,lw_95c,up_95c,lw_95p,up_95p
0.9824222,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
1.365755785,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
1.74908937,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
2.132422955,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
2.515756541,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
2.899090126,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
3.282423711,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
3.665757296,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
4.049090882,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
4.432424467,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
4.815758052,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
5.199091637,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
5.582425223,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
5.965758808,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
6.349092393,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
6.732425978,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
7.115759564,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
7.499093149,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
7.882426734,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
8.265760319,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
8.649093904,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
9.03242749,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
9.415761075,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
9.79909466,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
10.18242825,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
10.56576183,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
10.94909542,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
11.332429,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
11.71576259,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
12.09909617,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
12.48242976,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
12.86576334,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
13.24909693,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
13.63243051,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
14.0157641,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
14.39909768,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
14.78243127,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
15.16576485,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
15.54909844,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
15.93243202,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
16.31576561,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
16.69909919,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
17.08243278,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
17.46576636,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
17.84909995,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
18.23243354,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
18.61576712,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
18.99910071,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
19.38243429,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
19.76576788,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
20.14910146,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
20.53243505,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
20.91576863,0.140433713,0.080738573,0.200128853,-0.44906889,0.729936316
21.29910222,0.140433713,0.080738574,0.200128853,-0.44906889,0.729936316
21.6824358,0.140433713,0.080738574,0.200128853,-0.44906889,0.729936316
22.06576939,0.140433713,0.080738574,0.200128853,-0.44906889,0.729936316
22.44910297,0.140433713,0.080738574,0.200128853,-0.449068889,0.729936316
22.83243656,0.140433714,0.080738574,0.200128853,-0.449068889,0.729936316
23.21577014,0.140433714,0.080738574,0.200128853,-0.449068889,0.729936317
23.59910373,0.140433714,0.080738574,0.200128853,-0.449068889,0.729936317
23.98243731,0.140433714,0.080738575,0.200128853,-0.449068889,0.729936317
24.3657709,0.140433714,0.080738575,0.200128853,-0.449068889,0.729936317
24.74910448,0.140433714,0.080738575,0.200128853,-0.449068889,0.729936317
25.13243807,0.140433714,0.080738575,0.200128853,-0.449068889,0.729936317
25.51577165,0.140433714,0.080738576,0.200128853,-0.449068889,0.729936317
25.89910524,0.140433714,0.080738576,0.200128853,-0.449068888,0.729936317
26.28243883,0.140433715,0.080738576,0.200128853,-0.449068888,0.729936317
26.66577241,0.140433715,0.080738577,0.200128853,-0.449068888,0.729936318
27.049106,0.140433715,0.080738577,0.200128853,-0.449068888,0.729936318
27.43243958,0.140433715,0.080738578,0.200128853,-0.449068888,0.729936318
27.81577317,0.140433715,0.080738578,0.200128853,-0.449068887,0.729936318
28.19910675,0.140433716,0.080738579,0.200128853,-0.449068887,0.729936318
28.58244034,0.140433716,0.08073858,0.200128853,-0.449068886,0.729936319
28.96577392,0.140433716,0.080738581,0.200128852,-0.449068886,0.729936319
29.34910751,0.140433717,0.080738581,0.200128852,-0.449068886,0.729936319
29.73244109,0.140433717,0.080738583,0.200128852,-0.449068885,0.72993632
30.11577468,0.140433718,0.080738584,0.200128852,-0.449068884,0.72993632
30.49910826,0.140433718,0.080738585,0.200128852,-0.449068884,0.729936321
30.88244185,0.140433719,0.080738587,0.200128852,-0.449068883,0.729936321
31.26577543,0.14043372,0.080738588,0.200128852,-0.449068882,0.729936322
31.64910902,0.140433721,0.08073859,0.200128852,-0.449068881,0.729936323
32.0324426,0.140433722,0.080738592,0.200128851,-0.44906888,0.729936324
32.41577619,0.140433723,0.080738594,0.200128851,-0.449068879,0.729936324
32.79910977,0.140433724,0.080738597,0.200128851,-0.449068878,0.729936325
33.18244336,0.140433725,0.080738599,0.200128851,-0.449068876,0.729936327
33.56577694,0.140433727,0.080738603,0.200128851,-0.449068875,0.729936328
33.94911053,0.140433728,0.080738606,0.20012885,-0.449068873,0.729936329
34.33244412,0.14043373,0.08073861,0.20012885,-0.449068871,0.729936331
34.7157777,0.140433732,0.080738614,0.20012885,-0.449068869,0.729936333
35.09911129,0.140433734,0.080738619,0.20012885,-0.449068866,0.729936335
35.48244487,0.140433737,0.080738625,0.200128849,-0.449068863,0.729936337
35.86577846,0.14043374,0.080738631,0.200128849,-0.44906886,0.72993634
36.24911204,0.140433743,0.080738637,0.200128849,-0.449068857,0.729936342
36.63244563,0.140433747,0.080738645,0.200128848,-0.449068853,0.729936346
37.01577921,0.140433751,0.080738653,0.200128848,-0.449068848,0.729936349
37.3991128,0.140433755,0.080738663,0.200128848,-0.449068843,0.729936353
37.78244638,0.14043376,0.080738673,0.200128847,-0.449068837,0.729936358
38.16577997,0.140433766,0.080738685,0.200128847,-0.449068831,0.729936363
38.54911355,0.140433772,0.080738698,0.200128847,-0.449068824,0.729936368
38.93244714,0.140433779,0.080738712,0.200128846,-0.449068816,0.729936375
39.31578072,0.140433787,0.080738728,0.200128846,-0.449068808,0.729936382
39.69911431,0.140433796,0.080738746,0.200128846,-0.449068798,0.72993639
40.08244789,0.140433806,0.080738767,0.200128845,-0.449068787,0.729936399
40.46578148,0.140433817,0.080738789,0.200128845,-0.449068775,0.729936409
40.84911506,0.14043383,0.080738814,0.200128845,-0.449068761,0.72993642
41.23244865,0.140433843,0.080738842,0.200128845,-0.449068745,0.729936432
41.61578223,0.140433859,0.080738874,0.200128845,-0.449068728,0.729936446
41.99911582,0.140433877,0.080738908,0.200128845,-0.449068709,0.729936462
42.38244941,0.140433896,0.080738947,0.200128845,-0.449068687,0.72993648
42.76578299,0.140433918,0.080738991,0.200128846,-0.449068663,0.7299365
43.14911658,0.140433943,0.080739039,0.200128846,-0.449068636,0.729936522
43.53245016,0.14043397,0.080739093,0.200128847,-0.449068606,0.729936547
43.91578375,0.140434001,0.080739154,0.200128848,-0.449068572,0.729936574
44.29911733,0.140434036,0.080739221,0.20012885,-0.449068534,0.729936606
44.68245092,0.140434074,0.080739296,0.200128852,-0.449068492,0.72993664
45.0657845,0.140434117,0.08073938,0.200128855,-0.449068445,0.72993668
45.44911809,0.140434166,0.080739473,0.200128858,-0.449068392,0.729936723
45.83245167,0.14043422,0.080739578,0.200128862,-0.449068333,0.729936773
46.21578526,0.140434281,0.080739694,0.200128868,-0.449068266,0.729936828
46.59911884,0.140434349,0.080739824,0.200128874,-0.449068192,0.729936889
46.98245243,0.140434425,0.080739969,0.200128881,-0.449068109,0.729936959
47.36578601,0.14043451,0.08074013,0.20012889,-0.449068016,0.729937036
47.7491196,0.140434606,0.08074031,0.200128901,-0.449067912,0.729937123
48.13245318,0.140434712,0.080740512,0.200128913,-0.449067795,0.72993722
48.51578677,0.140434832,0.080740736,0.200128929,-0.449067665,0.729937329
48.89912035,0.140434966,0.080740986,0.200128946,-0.449067519,0.729937452
49.28245394,0.140435116,0.080741265,0.200128967,-0.449067356,0.729937589
49.66578752,0.140435284,0.080741577,0.200128992,-0.449067174,0.729937742
50.04912111,0.140435472,0.080741924,0.200129021,-0.449066969,0.729937914
50.4324547,0.140435683,0.080742311,0.200129055,-0.449066741,0.729938107
50.81578828,0.140435919,0.080742744,0.200129094,-0.449066485,0.729938323
51.19912187,0.140436183,0.080743226,0.20012914,-0.449066199,0.729938565
51.58245545,0.140436479,0.080743763,0.200129194,-0.449065879,0.729938836
51.96578904,0.14043681,0.080744363,0.200129257,-0.44906552,0.72993914
52.34912262,0.140437181,0.080745032,0.200129329,-0.449065119,0.729939481
52.73245621,0.140437596,0.080745778,0.200129414,-0.449064671,0.729939863
53.11578979,0.140438061,0.08074661,0.200129511,-0.449064168,0.72994029
53.49912338,0.140438582,0.080747539,0.200129625,-0.449063607,0.72994077
53.88245696,0.140439165,0.080748574,0.200129755,-0.449062978,0.729941307
54.26579055,0.140439817,0.080749728,0.200129906,-0.449062274,0.729941909
54.64912413,0.140440548,0.080751016,0.20013008,-0.449061487,0.729942583
55.03245772,0.140441367,0.080752452,0.200130281,-0.449060606,0.729943339
55.4157913,0.140442283,0.080754053,0.200130513,-0.44905962,0.729944186
55.79912489,0.140443309,0.080755839,0.200130779,-0.449058517,0.729945136
56.18245847,0.140444458,0.080757831,0.200131086,-0.449057283,0.729946199
56.56579206,0.140445745,0.080760052,0.200131438,-0.449055901,0.729947391
56.94912564,0.140447186,0.080762529,0.200131843,-0.449054356,0.729948727
57.33245923,0.140448799,0.08076529,0.200132307,-0.449052626,0.729950224
57.71579281,0.140450605,0.08076837,0.200132841,-0.449050691,0.729951902
58.0991264,0.140452628,0.080771803,0.200133452,-0.449048526,0.729953781
